time,open,high,low,close,Volume
1513954800,9400.78,9404.71,9395.68,9401.73,NaN
1513958400,9401.68,9402.46,9388.04,9394.49,NaN
1514361600,9386.2,9433.21,9386.2,9429.53,NaN
1514365200,9429.68,9430.35,9417.04,9420.05,NaN
1514368800,9421.74,9430.92,9421.14,9425.53,NaN
1514372400,9425.62,9428.01,9411.67,9415.59,NaN
1514376000,9415.36,9423.11,9414.55,9421.64,NaN
1514379600,9421.71,9435.33,9418.3,9432.3,NaN
1514383200,9433.31,9437.89,9425.36,9435.48,NaN
1514386800,9434.03,9441.33,9427.98,9441.21,NaN
1514390400,9441.44,9446.4,9430.44,9430.44,NaN
1514448000,9431.69,9433.95,9416.2,9422.56,NaN
1514451600,9423.67,9434.01,9420.5,9422.09,NaN
1514455200,9421.84,9428.67,9418.64,9421.93,NaN
1514458800,9422,9436.55,9419.65,9430.69,NaN
1514462400,9429.68,9433.57,9425.42,9426.12,NaN
1514466000,9426.8,9429.38,9419.69,9424.28,NaN
1514469600,9424.36,9424.43,9410.59,9418.01,NaN
1514473200,9418.06,9419.21,9406.72,9415.83,NaN
1514476800,9415.94,9418.46,9401.38,9405.8,NaN
1514534400,9377.06,9391.49,9377.06,9387.72,NaN
1514538000,9387.64,9387.64,9377.91,9383.6,NaN
1514541600,9384.72,9386.67,9377.09,9383.38,NaN
1514545200,9383.33,9386.97,9377.23,9378.41,NaN
1514548800,9378.2,9398.27,9375.31,9388.64,NaN
1514552400,9388.87,9394.06,9382.01,9384.47,NaN
1514556000,9384.37,9392.43,9379.49,9386.51,NaN
1514559600,9386.65,9393.3,9381.43,9381.62,NaN
1514563200,9381.78,9381.87,9358.13,9381.87,NaN
1514966400,9436.96,9466.99,9420.36,9426.05,NaN
1514970000,9426.85,9430.25,9399.7,9400.38,NaN
1514973600,9400.41,9409.67,9394.47,9403.31,NaN
1514977200,9403.49,9416.37,9401.9,9410.44,NaN
1514980800,9410.31,9411.42,9397.51,9403.01,NaN
1514984400,9402.86,9404.64,9395.4,9395.5,NaN
1514988000,9395.3,9440.7,9395.24,9439,NaN
1514991600,9439.09,9487.78,9439.09,9469.41,NaN
1514995200,9469.38,9480.97,9463.26,9478.92,NaN
1515052800,9497.24,9515.35,9491.06,9495.26,NaN
1515056400,9495.4,9502.93,9467.86,9472.64,NaN
1515060000,9472.57,9488.88,9468.97,9483.91,NaN
1515063600,9484.25,9495.63,9473.92,9494.74,NaN
1515067200,9494.4,9511.32,9494.22,9507.08,NaN
1515070800,9507.01,9519.33,9506.96,9512.69,NaN
1515074400,9512.87,9520.67,9501.71,9514.77,NaN
1515078000,9514.97,9522.37,9506.51,9518.97,NaN
1515081600,9518.85,9523.96,9509.24,9509.28,NaN
1515139200,9543.13,9553.05,9538.84,9544.62,NaN
1515142800,9544.22,9557.06,9543.61,9552.63,NaN
1515146400,9552.72,9555.97,9546.36,9546.75,NaN
1515150000,9546.94,9555.19,9544.66,9547.32,NaN
1515153600,9547.02,9547.02,9535.79,9542.24,NaN
1515157200,9542.58,9548.2,9535.45,9542.33,NaN
1515160800,9541.46,9558.12,9537.85,9557.71,NaN
1515164400,9556.46,9558.4,9527.05,9531.49,NaN
1515168000,9530.73,9556.98,9528.44,9556.98,NaN
1515398400,9576.8,9584.52,9548.56,9554.35,NaN
1515402000,9554.98,9563.68,9553.21,9558.28,NaN
1515405600,9558.32,9562.65,9550.08,9552.11,NaN
1515409200,9552.2,9563.03,9546.26,9557.77,NaN
1515412800,9559.13,9559.79,9551.13,9556.06,NaN
1515416400,9555.96,9561.69,9550.12,9558.56,NaN
1515420000,9558.9,9561.58,9538.37,9550.17,NaN
1515423600,9552,9555.49,9539.93,9545.91,NaN
1515427200,9546.35,9550.43,9539.58,9541.73,NaN
1515484800,9557.37,9585.97,9554.48,9578.83,NaN
1515488400,9579.46,9587.64,9575.38,9578.4,NaN
1515492000,9578.34,9590.24,9574.71,9584.84,NaN
1515495600,9585.24,9586.15,9576.53,9581.02,NaN
1515499200,9581.23,9589.73,9570.11,9576.59,NaN
1515502800,9576.97,9605.66,9574.73,9602.09,NaN
1515506400,9602.49,9602.99,9584.43,9585.71,NaN
1515510000,9585.56,9595.38,9574.26,9595.01,NaN
1515513600,9594.78,9611.61,9592.85,9611.61,NaN
1515571200,9588.48,9595.78,9568.38,9577.69,NaN
1515574800,9577.81,9586.67,9572.17,9584.19,NaN
1515578400,9584.28,9591.61,9530.62,9534.4,NaN
1515582000,9534.21,9563.08,9533.22,9555.26,NaN
1515585600,9555.29,9559.19,9545.45,9551.5,NaN
1515589200,9551.56,9552.22,9534.3,9541.05,NaN
1515592800,9540.85,9541.19,9509.94,9513.12,NaN
1515596400,9513.92,9535.32,9506.27,9524.78,NaN
1515600000,9525.15,9532.8,9517.78,9524.96,NaN
1515657600,9535.81,9554.92,9527.85,9531.23,NaN
1515661200,9530.31,9538.13,9522.41,9530.48,NaN
1515664800,9531.2,9531.83,9513.94,9516.26,NaN
1515668400,9516.38,9525.69,9515.18,9518,NaN
1515672000,9518.52,9533.3,9513.58,9516.6,NaN
1515675600,9516.45,9518.02,9478.15,9478.15,NaN
1515679200,9478,9519.76,9475.17,9518.8,NaN
1515682800,9519.2,9519.28,9492.47,9511.99,NaN
1515686400,9512.5,9518.4,9503.85,9503.85,NaN
1515744000,9521.72,9546.94,9521.72,9536.49,NaN
1515747600,9536.88,9537.65,9522.32,9529.84,NaN
1515751200,9529.74,9538.4,9524.37,9531.84,NaN
1515754800,9531.74,9533.85,9526.02,9533.85,NaN
1515758400,9533.96,9536.85,9517.28,9518.52,NaN
1515762000,9518.92,9531.56,9508.99,9517.94,NaN
1515765600,9518.08,9541.95,9516.95,9536.36,NaN
1515769200,9537.51,9561.59,9527.84,9559.87,NaN
1515772800,9559.9,9560.21,9546.61,9546.61,NaN
1516003200,9534.66,9545.96,9511.71,9532.4,NaN
1516006800,9532.45,9546.14,9525.72,9544.16,NaN
1516010400,9544.38,9549,9535.14,9544.41,NaN
1516014000,9544.64,9545.67,9525.22,9543.27,NaN
1516017600,9543.18,9549.78,9535.16,9543.72,NaN
1516021200,9543.77,9543.87,9531.97,9535.52,NaN
1516024800,9535.45,9545.85,9532.64,9540.03,NaN
1516028400,9539.83,9549.35,9539.67,9545.97,NaN
1516032000,9545.7,9551.07,9537.28,9537.28,NaN
1516089600,9533.67,9548.64,9519.45,9531.5,NaN
1516093200,9531.42,9567.24,9526.74,9560.54,NaN
1516096800,9560.64,9564.25,9542.41,9557.63,NaN
1516100400,9557.58,9558.03,9522.3,9522.3,NaN
1516104000,9522.02,9522.88,9509.65,9515.78,NaN
1516107600,9516.18,9521.82,9508.9,9516.98,NaN
1516111200,9516.74,9524.79,9502.58,9514.61,NaN
1516114800,9515.3,9520.87,9473.44,9476.41,NaN
1516118400,9476.64,9487.58,9464.05,9464.05,NaN
1516176000,9427.6,9452.3,9423.4,9439.1,NaN
1516179600,9439.21,9447.65,9431.58,9445.5,NaN
1516183200,9445.32,9450.51,9437.94,9444.46,NaN
1516186800,9444.12,9467.25,9444.12,9457.08,NaN
1516190400,9456.75,9469.05,9456.26,9458.91,NaN
1516194000,9459.01,9466.97,9447.72,9466.24,NaN
1516197600,9465.76,9470.53,9432.15,9435.15,NaN
1516201200,9435,9441.19,9423.16,9431.14,NaN
1516204800,9431.04,9440.01,9422.05,9440.01,NaN
1516262400,9486.82,9494.54,9454.52,9456.1,NaN
1516266000,9456.91,9462.13,9437.19,9445.89,NaN
1516269600,9445.84,9448.04,9432.49,9440.23,NaN
1516273200,9440.33,9463.19,9435.21,9463.07,NaN
1516276800,9463.16,9469.32,9450.74,9457.17,NaN
1516280400,9456.99,9463.01,9448.36,9451.5,NaN
1516284000,9451.94,9474.51,9450.64,9458.81,NaN
1516287600,9459.63,9459.63,9441.95,9445.5,NaN
1516291200,9445.97,9457.66,9445.23,9452.35,NaN
1516348800,9452.82,9466.66,9447.51,9466.48,NaN
1516352400,9465.67,9499.51,9465.57,9486.44,NaN
1516356000,9486.51,9498.51,9485.96,9493.7,NaN
1516359600,9494.31,9502.04,9487.34,9487.34,NaN
1516363200,9486.31,9502.35,9486.31,9495.94,NaN
1516366800,9495.64,9495.64,9476.93,9481.13,NaN
1516370400,9481.64,9507.15,9481.64,9504.02,NaN
1516374000,9503.74,9508.21,9490.56,9497.73,NaN
1516377600,9497.65,9511.44,9486.35,9509.77,NaN
1516608000,9500.35,9509.12,9477.72,9478.45,NaN
1516611600,9477.73,9504.38,9475.06,9495.75,NaN
1516615200,9496.07,9502.27,9487.58,9497.89,NaN
1516618800,9497.71,9511.29,9496.9,9510.23,NaN
1516622400,9510.04,9513.99,9500.21,9502.39,NaN
1516626000,9502.72,9512.95,9499.45,9510.98,NaN
1516629600,9511.41,9522.74,9499.91,9517.25,NaN
1516633200,9517.38,9522.91,9502.94,9502.94,NaN
1516636800,9502.82,9529.13,9500.81,9529.13,NaN
1516694400,9543.99,9575.58,9529.11,9570.03,NaN
1516698000,9570.09,9590.5,9569.57,9587.87,NaN
1516701600,9587.82,9594.36,9583.34,9587.04,NaN
1516705200,9587.07,9587.21,9536.84,9545.17,NaN
1516708800,9545.58,9554.59,9539.26,9554.09,NaN
1516712400,9554.58,9578.79,9554.58,9575.45,NaN
1516716000,9575.41,9578.13,9546.69,9553.65,NaN
1516719600,9553.6,9566.1,9546.02,9565.73,NaN
1516723200,9565.8,9569.38,9551.58,9551.58,NaN
1516780800,9569.73,9603.12,9566.43,9591.21,NaN
1516784400,9591.14,9603.26,9582.27,9602.09,NaN
1516788000,9602.24,9610.01,9596.15,9602.66,NaN
1516791600,9602.49,9611.1,9596.31,9599.13,NaN
1516795200,9599.05,9607.76,9598.31,9602.2,NaN
1516798800,9601.39,9616.38,9596.69,9610.67,NaN
1516802400,9610.27,9612.03,9585.23,9586.53,NaN
1516806000,9587.07,9587.76,9569.68,9570.45,NaN
1516809600,9570.41,9574.94,9547.57,9547.57,NaN
1516867200,9517.92,9538.55,9504.32,9533.55,NaN
1516870800,9533.53,9542.19,9529.01,9537.43,NaN
1516874400,9538.2,9552.36,9528.06,9551.79,NaN
1516878000,9551.72,9552.53,9542.13,9543.51,NaN
1516881600,9544.18,9560.39,9543.34,9555.82,NaN
1516885200,9555.94,9567.69,9548.13,9558.38,NaN
1516888800,9558.21,9560.83,9502.59,9503.42,NaN
1516892400,9504.57,9507.07,9474.24,9491.07,NaN
1516896000,9490.67,9503.67,9482.52,9482.96,NaN
1516953600,9500.05,9548.02,9496.66,9547.96,NaN
1516957200,9546.88,9553.89,9537.78,9547.08,NaN
1516960800,9546.91,9552.41,9531.22,9533.33,NaN
1516964400,9533.74,9533.82,9515.16,9531.63,NaN
1516968000,9531.89,9533,9523.71,9527.63,NaN
1516971600,9527.54,9540.35,9526.68,9539.96,NaN
1516975200,9539.93,9546.25,9525.85,9532.43,NaN
1516978800,9533.17,9536.26,9507.18,9508.52,NaN
1516982400,9508.57,9515.56,9503.68,9515.56,NaN
1517212800,9517.23,9528.32,9502.74,9504.6,NaN
1517216400,9504.2,9522.49,9493,9502.86,NaN
1517220000,9501.25,9504.53,9487.96,9493.49,NaN
1517223600,9493.37,9493.57,9480.7,9481.94,NaN
1517227200,9482.05,9487.72,9478.99,9485.57,NaN
1517230800,9485.66,9486.79,9472.55,9477.07,NaN
1517234400,9476.96,9484.98,9471.27,9476.23,NaN
1517238000,9476.63,9478.41,9451.91,9467.03,NaN
1517241600,9467.06,9472.86,9457.27,9457.27,NaN
1517299200,9443.81,9486.29,9442.85,9475.97,NaN
1517302800,9475.98,9499.6,9470.45,9488.54,NaN
1517306400,9488.68,9494.64,9462.61,9463.99,NaN
1517310000,9463.97,9465.88,9450.75,9450.75,NaN
1517313600,9451.16,9453.72,9437.88,9441.96,NaN
1517317200,9441.89,9449.27,9421.88,9421.88,NaN
1517320800,9421.48,9428.79,9396.78,9397.83,NaN
1517324400,9397.59,9436.29,9390.16,9433.21,NaN
1517328000,9433.18,9445.07,9429.84,9433.34,NaN
1517385600,9415.04,9438.19,9411.51,9428.81,NaN
1517389200,9428.22,9440.76,9425.44,9436.4,NaN
1517392800,9435.99,9435.99,9418.17,9425.73,NaN
1517396400,9425.66,9439.75,9422.68,9426.97,NaN
1517400000,9427.1,9443.26,9427.05,9441.08,NaN
1517403600,9441.11,9450.28,9432.07,9432.07,NaN
1517407200,9431.93,9431.93,9404.19,9411.67,NaN
1517410800,9412.61,9416.93,9339.32,9348.41,NaN
1517414400,9348.37,9369.78,9335.4,9335.4,NaN
1517472000,9386.01,9424.55,9384.91,9398.72,NaN
1517475600,9398.75,9400.14,9369.78,9369.87,NaN
1517479200,9369.76,9385.98,9359.73,9381.22,NaN
1517482800,9379.98,9382.34,9364.73,9370.22,NaN
1517486400,9369.85,9372.43,9359.42,9370.13,NaN
1517490000,9370.67,9371.21,9312.71,9316.54,NaN
1517493600,9317.12,9328.23,9288.05,9322.23,NaN
1517497200,9320.26,9330.37,9302.66,9303.94,NaN
1517500800,9304.34,9314.1,9290.92,9290.92,NaN
1517558400,9269.47,9272.5,9237.47,9238.88,NaN
1517562000,9238.81,9243.5,9226.92,9231.93,NaN
1517565600,9232.27,9247.54,9220.84,9240.55,NaN
1517569200,9240.67,9250.97,9233.78,9241.63,NaN
1517572800,9241.61,9247.45,9235.67,9238.15,NaN
1517576400,9237.86,9269.17,9223.86,9265.51,NaN
1517580000,9265.04,9270.74,9244.14,9251.02,NaN
1517583600,9250.65,9250.79,9227.64,9234.47,NaN
1517587200,9234.06,9239.69,9220.69,9220.69,NaN
1517817600,9122.33,9133.66,9097.75,9126.05,NaN
1517821200,9125.9,9147.88,9118.17,9130.73,NaN
1517824800,9130.76,9133.7,9112.03,9113.99,NaN
1517828400,9112.91,9115.23,9096.61,9106.69,NaN
1517832000,9106.26,9106.26,9087.01,9099.78,NaN
1517835600,9099.45,9128.88,9096.96,9121.48,NaN
1517839200,9121.29,9121.6,9088.33,9090.98,NaN
1517842800,9091,9138.71,9085.39,9117.96,NaN
1517846400,9118.44,9121.46,9100.39,9100.39,NaN
1517904000,8771.9,8970.73,8732.58,8947.27,NaN
1517907600,8946.97,8966.67,8923.2,8927.05,NaN
1517911200,8926.88,8960.47,8909.21,8953.25,NaN
1517914800,8953.17,8955.02,8920.73,8925.92,NaN
1517918400,8926.36,8959.81,8913.2,8934.14,NaN
1517922000,8934.06,8935.17,8907.88,8911.84,NaN
1517925600,8912.15,8982.4,8871.54,8950.9,NaN
1517929200,8951.6,8981.05,8915.33,8915.78,NaN
1517932800,8915.54,8915.72,8836.71,8836.71,NaN
1517990400,8892.39,8915.44,8867.32,8915.44,NaN
1517994000,8915.53,8943.71,8897.79,8910.89,NaN
1517997600,8911.29,8932.7,8908.13,8926.46,NaN
1518001200,8925.99,8927.85,8896.3,8914.06,NaN
1518004800,8913.63,8939.43,8913.63,8933.08,NaN
1518008400,8933.12,8935.12,8917.65,8919.82,NaN
1518012000,8918.43,8966.25,8917.63,8959.06,NaN
1518015600,8957.64,9004.97,8953.56,8999.18,NaN
1518019200,8999.15,9006.88,8974.42,8975.01,NaN
1518076800,8961.84,8993.02,8961.31,8977.54,NaN
1518080400,8977.47,8986.15,8954.15,8955.86,NaN
1518084000,8955.91,8955.91,8911.06,8915.92,NaN
1518087600,8916.28,8921.3,8894.2,8905.68,NaN
1518091200,8905.57,8929.58,8902.26,8927.08,NaN
1518094800,8927.35,8938.76,8915.68,8924.07,NaN
1518098400,8924.25,8931.39,8889.35,8902.09,NaN
1518102000,8902.43,8909.81,8828.09,8838.63,NaN
1518105600,8839.27,8847.09,8763.11,8763.11,NaN
1518163200,8794.44,8811,8744.77,8782.67,NaN
1518166800,8782.58,8787.53,8761.57,8767.9,NaN
1518170400,8767.98,8784.1,8753.29,8775.55,NaN
1518174000,8775.66,8780.12,8707.13,8723.39,NaN
1518177600,8723.68,8731.43,8665.14,8690.58,NaN
1518181200,8690.8,8755.04,8677.88,8749.27,NaN
1518184800,8749.3,8773.22,8728.25,8766.44,NaN
1518188400,8766.17,8771.25,8664.65,8688.18,NaN
1518192000,8688.69,8709.41,8664.03,8682,NaN
1518422400,8796.53,8856.88,8782.22,8838.58,NaN
1518426000,8837.17,8851.66,8827.44,8844.6,NaN
1518429600,8843.95,8846.33,8825.88,8832.75,NaN
1518433200,8832.65,8833.29,8803.02,8803.12,NaN
1518436800,8803.01,8812.23,8792.82,8793.23,NaN
1518440400,8793.66,8808.59,8792.19,8792.98,NaN
1518444000,8792.92,8821.34,8780.74,8794.99,NaN
1518447600,8796.1,8832.6,8784.93,8823.6,NaN
1518451200,8824.35,8834.02,8808.9,8822.18,NaN
1518508800,8818.28,8845.33,8790.25,8813.49,NaN
1518512400,8813.87,8827.3,8783.95,8793.99,NaN
1518516000,8794.11,8824.33,8788.36,8822.22,NaN
1518519600,8823.05,8823.09,8786.42,8806.81,NaN
1518523200,8807.14,8811.28,8791.88,8808.47,NaN
1518526800,8808.65,8820.35,8788.65,8790.48,NaN
1518530400,8790.14,8793.09,8762.16,8769.49,NaN
1518534000,8768.03,8796.44,8765.75,8786.77,NaN
1518537600,8786.43,8787.02,8752.64,8752.64,NaN
1518595200,8814.58,8851.41,8806.73,8850.65,NaN
1518598800,8850.48,8858.03,8832.46,8835.64,NaN
1518602400,8836.04,8836.71,8812.47,8817.11,NaN
1518606000,8817.49,8841.44,8815.77,8839.26,NaN
1518609600,8839.16,8848.71,8832.14,8835.13,NaN
1518613200,8834.93,8842.99,8748.36,8802.35,NaN
1518616800,8802,8866.46,8787.97,8850.74,NaN
1518620400,8850.55,8901.12,8848.02,8869.5,NaN
1518624000,8869.84,8899.1,8864.28,8899.1,NaN
1518681600,8898.96,8935.65,8890.97,8930.41,NaN
1518685200,8930.56,8930.56,8909.97,8921.36,NaN
1518688800,8921.23,8939.85,8920.11,8933.33,NaN
1518692400,8932.59,8936.56,8915.04,8918.81,NaN
1518696000,8918.36,8925.2,8906.57,8910.74,NaN
1518699600,8910.93,8920.98,8899.01,8913.18,NaN
1518703200,8913.26,8930.27,8903.83,8915.97,NaN
1518706800,8917.16,8922.87,8894.45,8895.19,NaN
1518710400,8895.29,8917.8,8887.41,8917.8,NaN
1518768000,8961.37,8978.79,8941.22,8974.75,NaN
1518771600,8975.18,8986.76,8966.85,8978.82,NaN
1518775200,8978.86,8983.17,8960.16,8975.48,NaN
1518778800,8975.08,8976.31,8962.56,8964.49,NaN
1518782400,8964,8976.8,8962.06,8972.35,NaN
1518786000,8972.29,8973.72,8962.92,8966.72,NaN
1518789600,8965.92,8971.61,8948.02,8949.36,NaN
1518793200,8949.02,8978.54,8940.85,8974.38,NaN
1518796800,8974.31,8989.52,8969.87,8986.72,NaN
1519027200,8979.42,8982.61,8949.31,8957.38,NaN
1519030800,8957.43,8969.74,8950.46,8969.31,NaN
1519034400,8969.37,8978.07,8959.01,8971.99,NaN
1519038000,8971.81,8980.57,8964.8,8967.08,NaN
1519041600,8967.41,8967.77,8951.07,8956.07,NaN
1519045200,8956,8960.37,8941.3,8957.8,NaN
1519048800,8957.87,8961.17,8937.38,8942.35,NaN
1519052400,8942.83,8943.74,8907.94,8910.49,NaN
1519056000,8910.83,8910.83,8897.83,8908.65,NaN
1519113600,8932.16,8947.5,8926.56,8934.62,NaN
1519117200,8934.22,8935.7,8904.03,8904.94,NaN
1519120800,8904.76,8920.15,8898.7,8917.77,NaN
1519124400,8917.18,8917.18,8898.48,8901.5,NaN
1519128000,8901.67,8928.85,8901.67,8925.88,NaN
1519131600,8925.41,8941.76,8922.04,8924.95,NaN
1519135200,8924.51,8965.44,8923.78,8951.75,NaN
1519138800,8951.51,8967.71,8943.71,8953.16,NaN
1519142400,8953.27,8981.39,8952.54,8981.39,NaN
1519200000,8955.49,8965.88,8928.08,8931.67,NaN
1519203600,8931.47,8938.12,8913.83,8917.41,NaN
1519207200,8917.65,8927.54,8901.39,8924.3,NaN
1519210800,8924.19,8938.26,8914.68,8938.26,NaN
1519214400,8937.92,8943.86,8927.91,8929.39,NaN
1519218000,8928.99,8948.36,8928.41,8944.59,NaN
1519221600,8944.62,8979,8944.62,8967.38,NaN
1519225200,8967.04,8994.72,8960.97,8981.46,NaN
1519228800,8981.31,8988.99,8967.08,8988.99,NaN
1519286400,8931.55,8962.16,8911.74,8920.97,NaN
1519290000,8921.16,8928.4,8910.87,8928,NaN
1519293600,8928.4,8958.12,8928.24,8942.51,NaN
1519297200,8942.17,8949.42,8934.38,8934.86,NaN
1519300800,8934.9,8953.29,8934.66,8943.63,NaN
1519304400,8943.37,8948.57,8930.39,8941.52,NaN
1519308000,8941.11,8946.96,8899.49,8905.46,NaN
1519311600,8905.73,8943.19,8899.23,8939.69,NaN
1519315200,8939.58,8967.43,8939.46,8967.43,NaN
1519372800,8948.74,8949.86,8930.06,8935.67,NaN
1519376400,8936.08,8938.68,8925.09,8925.09,NaN
1519380000,8925.49,8926.77,8897.56,8909.42,NaN
1519383600,8909.3,8927.83,8907.86,8925.91,NaN
1519387200,8925.87,8938.27,8925.87,8930.62,NaN
1519390800,8930.22,8953.52,8930.22,8946.32,NaN
1519394400,8945.92,8948.99,8932.15,8939.36,NaN
1519398000,8939.91,8945.73,8920.48,8943.77,NaN
1519401600,8943.81,8955.07,8943.81,8948.19,NaN
1519632000,8977.91,8989.86,8971.15,8976.15,NaN
1519635600,8976.18,8985.11,8970.81,8971.54,NaN
1519639200,8971.58,8977.56,8967.96,8975.4,NaN
1519642800,8975.52,8975.93,8967.15,8969.47,NaN
1519646400,8969.41,8977.94,8962.98,8977.94,NaN
1519650000,8977.79,8994.97,8974.61,8993.42,NaN
1519653600,8993.46,9014.98,8989.72,9000.44,NaN
1519657200,9000.41,9007.35,8977.31,9007.35,NaN
1519660800,9007.99,9026.11,9002.45,9026.11,NaN
1519718400,9055.88,9057.3,9004.16,9012.59,NaN
1519722000,9012.49,9016.64,8994.25,9001.41,NaN
1519725600,9001.34,9010.01,8991.4,8991.4,NaN
1519729200,8991.8,8994.57,8967.72,8972.39,NaN
1519732800,8972.57,8985.21,8972.31,8975.69,NaN
1519736400,8975.14,8991.05,8970.9,8991.05,NaN
1519740000,8991.46,9005.22,8990.37,8995.95,NaN
1519743600,8995.64,9016.49,8987.53,8991.2,NaN
1519747200,8991.58,8997.11,8984.5,8992.52,NaN
1519804800,8959.98,8966.65,8944.91,8949.52,NaN
1519808400,8948.37,8962.92,8946.58,8953.57,NaN
1519812000,8953.72,8954,8930.85,8932.79,NaN
1519815600,8932.9,8948.21,8928.43,8928.43,NaN
1519819200,8928.39,8938.28,8925.89,8929.86,NaN
1519822800,8929.84,8957.09,8929.36,8952.03,NaN
1519826400,8952.07,8976.17,8951.93,8976.17,NaN
1519830000,8976.48,8977,8939.05,8945.54,NaN
1519833600,8945.88,8947.46,8906.38,8906.38,NaN
1519891200,8879.13,8890.38,8855.96,8876.35,NaN
1519894800,8876.08,8876.08,8821.45,8822.95,NaN
1519898400,8823.19,8849.1,8820.88,8844.34,NaN
1519902000,8843.91,8847.67,8813.86,8820.21,NaN
1519905600,8820.15,8831.28,8820.08,8825.34,NaN
1519909200,8825.4,8847.87,8819.09,8845.35,NaN
1519912800,8845.38,8850.61,8774.96,8783.22,NaN
1519916400,8782.87,8858.81,8781.01,8821.52,NaN
1519920000,8821.55,8826.38,8791.43,8792.38,NaN
1519977600,8721.87,8730.86,8699.08,8704.04,NaN
1519981200,8704.38,8714.54,8696.03,8705.53,NaN
1519984800,8705.49,8725.29,8699.17,8710.06,NaN
1519988400,8710.17,8712.77,8693.18,8710.85,NaN
1519992000,8710.81,8710.81,8675.33,8675.73,NaN
1519995600,8675.33,8696.5,8671.42,8685.68,NaN
1519999200,8685.71,8685.71,8654.75,8661.5,NaN
1520002800,8661.44,8671.78,8644.8,8647.82,NaN
1520006400,8647.68,8649.04,8612.98,8628.51,NaN
1520236800,8625.89,8686.73,8624.04,8670.02,NaN
1520240400,8669.97,8698.23,8647.74,8692.69,NaN
1520244000,8692.25,8705.42,8685.71,8703.83,NaN
1520247600,8703.43,8707.28,8693.5,8695.99,NaN
1520251200,8696.4,8711.22,8694.72,8706.64,NaN
1520254800,8706.61,8732.96,8705.04,8715.34,NaN
1520258400,8715,8739.16,8704.55,8735,NaN
1520262000,8736.47,8780.19,8718.19,8778.12,NaN
1520265600,8777.54,8808.38,8775.71,8808.38,NaN
1520323200,8844.3,8860.18,8837.46,8854.01,NaN
1520326800,8854.07,8854.54,8819.33,8822.66,NaN
