Sharpe,Sortino,Calmar,Return %,Ann. Return %,Max DD %,Win Rate %,Trades,Exposure %,Buy&Hold %
1.796,4.141,3.357,961.04,39.891,-11.881,40.043,1878,91.777,282.895
